task,model,reasoning,difficulty_sd,tokens,performance,exact15
Addition,deepseek__deepseek-chat-v3.1,high,16.0,923,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,53.0,3732,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,2964,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,27.0,8201,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,44.0,6568,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,13.0,9797,0.456393107220449,0
Addition,deepseek__deepseek-chat-v3.1,high,14.0,4167,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,24.0,2149,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,37.0,6780,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,39.0,3222,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,3.0,7019,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,32.0,6624,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,25.0,5254,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,14.0,6466,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,7.0,4337,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,8.0,4519,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,32.0,4561,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,7042,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,10.0,2713,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,1.0,5226,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,2.0,938,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,14.0,3782,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,8.0,351,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,7601,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,34.0,4169,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,27.0,4585,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,6.0,3598,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,1884,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,12.0,714,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,15.0,2340,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,4.0,9148,0.9846569938502209,0
Addition,deepseek__deepseek-chat-v3.1,high,24.0,1591,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,54.0,5847,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,9.0,603,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,47.0,4783,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,10.0,2027,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,24.0,6082,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,12.0,9363,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,4.0,206,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,51.0,1821,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,46.0,7586,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,8.0,6612,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,3.0,10380,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,48.0,7322,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,8.0,1157,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,15.0,5583,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,5.0,4469,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,11.0,433,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,30.0,9622,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,40.0,2695,0.9855427791119813,0
Addition,deepseek__deepseek-chat-v3.1,high,6.0,1513,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,13.0,2521,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,5.0,4914,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,20.0,2293,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,51.0,6994,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,13.0,11475,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,15.0,1302,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,50.0,8023,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,2.0,502,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,8050,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,26.0,4538,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,21.0,4372,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,3.0,5182,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,32.0,6460,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,52.0,5623,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,40.0,6946,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,16.0,3203,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,49.0,6962,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,10.0,2800,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,11.0,5236,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,55.0,5191,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,7.0,3653,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,48.0,6124,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,42.0,15271,0.3520648565767381,0
Addition,deepseek__deepseek-chat-v3.1,high,6.0,345,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,1.0,1555,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,30.0,7169,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,19.0,1624,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,3.0,11073,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,4339,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,4540,0.40496363808010594,0
Addition,deepseek__deepseek-chat-v3.1,high,6.0,6779,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,16.0,6591,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,15.0,6424,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,55.0,6769,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,29.0,4111,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,6154,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,37.0,3158,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,3.0,9280,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,10.0,1652,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,28.0,7702,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,11.0,2289,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,11.0,3889,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,32.0,3673,0.18683378810200318,0
Addition,deepseek__deepseek-chat-v3.1,high,40.0,5814,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,30.0,7552,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,25.0,5261,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,41.0,5698,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,41.0,10607,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,24.0,7276,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,31.0,9240,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,23.0,3453,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,0.0,2395,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,45.0,9937,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,54.0,5271,1.0,0
Addition,deepseek__deepseek-chat-v3.1,high,8.0,6854,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,24.0,10623,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,33.0,3518,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,17.0,8865,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,16.0,1405,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,4.0,3920,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,35.0,5034,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,29.0,7336,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,21.0,7306,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,28.0,4598,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,49.0,6429,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,17.0,7885,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,15.0,4785,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,48.0,7631,0.005810011714593347,0
Addition,deepseek__deepseek-chat-v3.1,high,25.0,9927,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,22.0,3482,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,3.0,2673,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,40.0,7956,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,12.0,3236,1.0,1
Addition,deepseek__deepseek-chat-v3.1,high,41.0,12577,0.9779048659600159,0
Addition,deepseek__deepseek-chat-v3.1,high,35.0,12757,0.8790797892585797,0
Addition,deepseek__deepseek-chat-v3.1,none,5.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,7.0,13,0.8812484338414268,0
Addition,deepseek__deepseek-chat-v3.1,none,1.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,10.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,41.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,53.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,36.0,17,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,17.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,29.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,36.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,7.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,41.0,17,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,23.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,35.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,4.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,30.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,5.0,8,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,21.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,4.0,9,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,24.0,14,0.5522700581536931,0
Addition,deepseek__deepseek-chat-v3.1,none,0.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,7.0,13,0.7961134193916666,0
Addition,deepseek__deepseek-chat-v3.1,none,33.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,46.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,39.0,15,0.217768130294743,0
Addition,deepseek__deepseek-chat-v3.1,none,12.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,41.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,28.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,8.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,24.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,39.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,30.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,13.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,4.0,9,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,29.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,5.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,11.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,20.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,16.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,33.0,13,0.992636907605591,0
Addition,deepseek__deepseek-chat-v3.1,none,18.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,1.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,8.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,34.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,15.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,7.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,14.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,19.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,33.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,28.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,12.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,57.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,37.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,18.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,18.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,35.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,23.0,13,0.5508504536873192,0
Addition,deepseek__deepseek-chat-v3.1,none,10.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,50.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,26.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,17.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,18.0,11,0.7411289239783945,0
Addition,deepseek__deepseek-chat-v3.1,none,1.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,33.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,3.0,14,0.30152614721515897,0
Addition,deepseek__deepseek-chat-v3.1,none,16.0,15,0.7072858985504947,0
Addition,deepseek__deepseek-chat-v3.1,none,20.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,1.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,41.0,15,0.4048637310678537,0
Addition,deepseek__deepseek-chat-v3.1,none,0.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,53.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,40.0,16,0.4093741667325592,0
Addition,deepseek__deepseek-chat-v3.1,none,25.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,43.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,42.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,36.0,13,0.32267205412323474,0
Addition,deepseek__deepseek-chat-v3.1,none,30.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,41.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,6.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,8.0,9,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,17,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,28.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,5.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,35.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,23.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,40.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,2.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,30.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,49.0,17,0.29341360844215814,0
Addition,deepseek__deepseek-chat-v3.1,none,5.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,25.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,8.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,36.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,59.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,32.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,44.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,36.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,30.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,10.0,8,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,18.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,18.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,0.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,1.0,14,0.9990145829344482,0
Addition,deepseek__deepseek-chat-v3.1,none,0.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,17.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,31.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,27.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,29.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,25.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,39.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,25.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,43.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,32.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,23.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,15.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,2.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,37.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,45.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,17,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,27.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,25.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,22.0,14,0.40066789033485983,0
Addition,deepseek__deepseek-chat-v3.1,none,5.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,26.0,12,0.38876880715559675,0
Addition,deepseek__deepseek-chat-v3.1,none,8.0,9,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,48.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,0.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,42.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,32.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,42.0,14,0.4022318596162701,0
Addition,deepseek__deepseek-chat-v3.1,none,0.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,12.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,43.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,19.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,19.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,28.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,23.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,7.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,16.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,14.0,15,0.3702501423063639,0
Addition,deepseek__deepseek-chat-v3.1,none,36.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,13.0,15,0.9992726653463403,1
Addition,deepseek__deepseek-chat-v3.1,none,21.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,34.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,2.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,6.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,32.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,34.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,20.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,24.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,40.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,6.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,40.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,12.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,51.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,7.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,17.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,3.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,1.0,13,0.5091846836344707,0
Addition,deepseek__deepseek-chat-v3.1,none,26.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,14.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,18.0,11,0.3727895727796709,0
Addition,deepseek__deepseek-chat-v3.1,none,29.0,16,0.3241197991140176,0
Addition,deepseek__deepseek-chat-v3.1,none,3.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,13.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,29.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,2.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,4.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,18.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,15.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,8,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,1.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,49.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,13.0,8,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,11.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,17.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,7.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,34.0,15,0.8381482623141892,0
Addition,deepseek__deepseek-chat-v3.1,none,23.0,16,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,29.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,29.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,28.0,13,0.7624211958522964,0
Addition,deepseek__deepseek-chat-v3.1,none,38.0,17,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,49.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,35.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,6.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,39.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,38.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,14.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,34.0,13,0.9900750045732002,0
Addition,deepseek__deepseek-chat-v3.1,none,42.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,27.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,44.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,1.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,11.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,16.0,12,0.281043491044848,0
Addition,deepseek__deepseek-chat-v3.1,none,18.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,27.0,17,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,47.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,0.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,47.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,53.0,15,0.9770532080348808,1
Addition,deepseek__deepseek-chat-v3.1,none,8.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,16.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,12.0,9,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,16.0,9,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,17.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,17.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,29.0,14,0.8966528477239125,0
Addition,deepseek__deepseek-chat-v3.1,none,22.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,26.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,52.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,43.0,14,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,32.0,15,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,39.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,43.0,15,0.24690783764317137,0
Addition,deepseek__deepseek-chat-v3.1,none,15.0,12,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,37.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,12.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,1.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,11.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,9.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,21.0,11,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,30.0,14,0.4187242404227666,0
Addition,deepseek__deepseek-chat-v3.1,none,7.0,12,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,33.0,14,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,28.0,15,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,13.0,10,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,42.0,13,1.0,1
Addition,deepseek__deepseek-chat-v3.1,none,44.0,15,0.18290276464114466,0
Addition,deepseek__deepseek-chat-v3.1,none,0.0,13,0.9354844799305643,0
Addition,deepseek__deepseek-chat-v3.1,none,4.0,13,1.0,0
Addition,deepseek__deepseek-chat-v3.1,none,51.0,14,1.0,1
